cluster_id,topic_name,topic_description,keywords,cluster_size_chunks,cluster_weight_total,classifier_model,final_prompt_sha256,final_prompt_path
229,City Council Minutes: Approving and Amending Past Meeting Minutes,Procedural record of city council actions related to approving the prior meeting minutes and editing minute text.,"['city council', 'minutes', 'amendments', 'approval', 'motions', 'vote', 'text changes']",171,16.796873909544164,openai:gpt-5-nano,6f6919f4a930462a6fc223b4e61944d63c1cf3d5c599d1e1db32742f6b5eec65,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
23,Public legal notices for court estates and authorities,"A collection of newspaper clippings publishing public/legal notices such as creditor claims, housing authority meetings, public hearings, bids, and property transactions (non-zoning).","['public notices', 'legal notices', 'estate creditors', 'housing authority', 'public hearing', 'bids', 'county property', 'publication']",315,13.312072485029828,openai:gpt-5-nano,bc87fac60b3c280a4f2ee96b8608fb26cdcdbcf00db083d57220de4faad8627f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
230,Public hearing notices for zoning map amendments and district changes,"Procedural notices and hearings regarding amendments to the city's zoning map and related ordinances, with city council and planning commission involvement.","['public hearing', 'zoning map amendments', 'district boundary', 'Ordinance No. 6106', 'zoning map', 'Corpus Christi', 'Zoning & Planning Commission', 'city council']",275,31.488215179114867,openai:gpt-5-nano,97d652f701156ef4e9bc4e570fe65328632305af3b802c8aebd4b4ca2906110f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
231,Public notices for district map changes and subdivision approvals,"Notices and actions related to amendments of district maps and approvals of planned developments/subdivisions, including map changes and associated regulatory procedures.","['district map amendment', 'rezoning', 'ordinance amendment', 'public notice', 'planning commission', 'city council', 'district change', 'subdivision approval']",31,3.086452681305622,openai:gpt-5-nano,942cf6992a91f745190ae32a1809462bed95f22d5480a23dd294c27f8f262f8e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
232,Zoning variance notice amid community notices,"A mixed-cluster excerpt featuring a public notice of a 10-foot lot width variance before the Board of Zoning Appeals, embedded among non-zoning items such as church schedules and local notices.","['variance', 'public hearing notice', 'board of zoning appeals', 'lot width', 'Plainview Addition', 'New Washington', 'Indiana', 'petition', 'application', 'notice', 'hearing']",110,12.393206022610045,openai:gpt-5-nano,afa8a0bd3be27023ba28bcc6d24e3c6f91d9d6fbe82888f40747360477e40dc5,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
233,Rezoning from R-1 to R-2 with variance requests,A proposed map change rezones a parcel from single-family to a multi-family district while applications seek variances on lot area and setbacks; action includes planning commission consideration and public hearing notices.,"['rezoning', 'variance', 'R-1', 'R-2', 'planning commission', 'public hearing', 'spot zoning', 'Department of Community Affairs']",77,9.630754866048981,openai:gpt-5-nano,d9464d25ca6eb248208b2fcdcb8d74137be9833f5095aba5c75b705771d5bc58,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
234,Public bidding notices for municipal construction contracts,"Announcements inviting sealed bids for public works, including submission deadlines, bid openings, contract/bond requirements, and notices of right to reject bids.","['bids', 'public works', 'proposal', 'advertisement for bids', 'lowest responsible bidder', 'bond requirements', 'contract documents', 'informational meeting', 'separate bids']",79,5.768966978204518,openai:gpt-5-nano,3385b30d4d65ecba7fe71acddba65f31e621b93fc7df2bed4188556e087f3745,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
235,Public hearings on rezoning and ordinance adoption,"Notices and actions around district map changes, zoning amendments, and the adoption of zoning ordinances, including hearings and appeals outcomes.","['rezoning', 'zone change', 'zoning map', 'ordinance adoption', 'public hearing', 'appeal', 'planning commission', 'city council']",65,6.421423519027881,openai:gpt-5-nano,fdb4cde3ea78fddbb599d5e2a156e69a4b6a5475a2796f4a0b5367a2c81a523e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
236,Public hearing to rezone parcel from R-1 to C-2,Notice of a rezoning petition to change a parcel’s zoning from R-1 (One-Family Dwelling) to C-2 (Neighborhood Shopping) with an exception for land already zoned C-3; includes public hearing notice and filing of petition.,"['rezoning', 'R-1', 'C-2', 'C-3', 'neighborhood shopping', 'public hearing', 'petition', 'notice', 'Eau Claire', 'Section 28', 'Township 27 North', 'Range 9 West']",36,2.823564908192718,openai:gpt-5-nano,6743a6d4e134213fbf77b04d60e76a6f1c53a57a5a557bd1f2032447cacb89ed,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
237,Obituaries and funeral notices in California newspapers,"A collection of obituary notices and funeral service announcements from various California papers, including survivor lists, service times, and interment details; not related to zoning or land-use regulation.","['obituary', 'funeral', 'funeral services', 'interment', 'survivors', 'mortuary', 'Chapel', 'Bakersfield', 'Wasco', 'Taft']",85,7.295762280773721,openai:gpt-5-nano,8f41e4a7fb22dfab139760f59add86b2d12377db469178a59f96bfa9a6237f0c,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
238,Lake-in-subdivision proposal discussed by plan and park commissions,Notes a developer's proposal to include a lake in a subdivision and the joint discussion by the planning and park commissions.,"['lake', 'subdivision', 'plan commission', 'park commission', 'development proposal', 'joint meeting']",321,41.69602986503892,openai:gpt-5-nano,8f7463196bde599a3ac0a676f143e484dbb129be3d6a7b33f352d7cd3dbb63e1,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
239,Procedural zoning report to city council (details absent),Note of a zoning-related report prepared by an arts commission and submitted to the city council; no substantive code changes or map actions described in the excerpts.,"['zoning', 'report', 'council', 'arts commission', 'administration']",132,8.088340812953803,openai:gpt-5-nano,af0f7056d82cbfd29eaa937a6da1779819bc26253646733736dba7d277910562,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
24,Sign variances and special-use permits in city actions,"Procedural and substantive actions on signage, variances, and rezoning within city planning processes; includes planning commission recommendations and council decisions.","['variance', 'signs', 'special-use permit', 'rezoning', 'planning commission', 'city council', 'zoning', 'sign variance', 'plat plan']",64,5.430926657883178,openai:gpt-5-nano,8c407fae9475bfd8b607122e5db2c0db9f7ab7416da904fc43189368a7dd559e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
240,Non-zoning community notices and social events,"A compilation of local society notes, family announcements, and event listings with no zoning content.","['local news', 'society', 'events', 'notices', 'community calendar']",53,5.405345531661319,openai:gpt-5-nano,1f78bd78dab5ae2310cd78d1ebb2f4424cad5af6528c58801b6248b6ad5ce073,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
241,Rezoning block to multiple-family with parking and deadline,"Map change approving a multiple-family dwelling designation on a city block, with off-street parking requirement and a construction deadline (reversion if not started).","['rezoning', 'multiple-family dwelling', 'single-family residence', 'off-street parking', 'housing units', 'handicapped', 'low-income', 'Nelson Reed Addition', 'Main and Washington streets', 'block nine']",41,4.3018287268287265,openai:gpt-5-nano,676bc03d63c1b972cbabfd522eb05f989e881612674d1f789317fb5840e8b901,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
242,Rezoning parcel and district reclassification to general business,"City council adopts an ordinance to rezone a parcel from single dwelling to general business, and transfers a district classification from F-light industry to D-local business, with planning commission input and readings as part of the process.","['rezoning', 'district reclassification', 'general business', 'F-light industry', 'D-local business', 'city council', 'planning commission', 'ordinance']",106,8.808237097439886,openai:gpt-5-nano,d8663d2d4b598592a20eb01f7867394ca5718b5600363ba036efb794e50890cf,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
243,General public notices and community news (non-zoning),"Cluster comprising local public notices, community events, obituaries, classifieds, and routine news items with no zoning or land-use content.","['public notices', 'community news', 'local government', 'obituaries', 'classifieds', 'local events']",51,5.95980547230547,openai:gpt-5-nano,d7a980bc1e7c65f1f1c0af82a0f4b0fe996665af0e075841720b2d64d22af140,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
244,Amendments to rural district lot area and trailer rules,"Cluster includes township-level actions on amendments to trailer ordinance, rural A-1 district lot-area requirements, a planned special-use permit for gas station and RV storage, and annexation-related district changes.","['trailer ordinance', 'amendment', 'A-1 district', 'lot area', 'special use permit', 'RV storage', 'gas station', 'planning commission', 'township board', 'annexation']",95,13.2579476079476,openai:gpt-5-nano,df78033a436f12d3e2e16a35a77df5050b4d3f835a7fc885685f2a88facabfd8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
245,Public notices for state budget hearings on education,"Announcements of legislative hearings across the state focused on the budget, especially education funding and vocational education.","['budget', 'hearings', 'education', 'vocational education', 'Senate', 'Staples', 'legislature', 'public notice']",39,4.432452678040914,openai:gpt-5-nano,15495157f0af34e268ec1a3bfb71d7937e5bd64a12d859bcbedd231941622438,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
246,Agricultural market updates and probate notices,"A mix of newspaper snippets on farm economics (crop yields, price supports, drought impacts) and probate/legal notices; not related to zoning or land-use regulation.","['agriculture', 'corn', 'price support', 'crop yields', 'drought', 'probate', 'legal notice', 'extension service', 'farm policy', 'farm economics']",81,9.444149576773416,openai:gpt-5-nano,0be47aaf3d5590667f9f9b3b4dfffadc8da6a65a6d403c8c018a55c15cd9520b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
247,Economic news and public policy reporting,"Cluster consists of general economic reporting, labor market commentary, and government spending coverage, with no zoning or land-use content.","['economic news', 'public policy', 'unemployment', 'labor unions', 'defense spending', 'car industry', 'housing market', 'government programs', 'federal spending']",76,7.855876315030661,openai:gpt-5-nano,6c6e77634aefc13fcb6e89ecd3646fd50dc20e7a2988b4233b0ac167503c624f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
248,Rezoning map change from multi-dwelling to single-dwelling,"Procedural map amendment where a planning commission recommended reclassifying a district from multiple-dwelling to single-dwelling, enacted by ordinance after hearings/public notices.","['rezoning', 'zoning map', 'planning commission', 'public hearings', 'single-dwelling', 'multi-dwelling']",136,12.580347399731565,openai:gpt-5-nano,3acf90c6b14eac5e8b2cd8c2156cd86d4ef4a82046cc4df871b77eb00f2bb0e5,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
249,Amendment creating sprinkling ban provision in city code,"Procedural enactment adding a new sprinkler ban provision to the municipal code, enabling emergency water-use restrictions.","['sprinkling ban', 'emergency water shortage', 'municipal code amendment', 'city council ordinance']",84,6.7497390251647165,openai:gpt-5-nano,e8590075947190481027897c5b5f24834d2c022f5dfbe4508cf483a7e7c236c4,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
25,Public hearing and county board action on zoning text amendments,"Cluster documents depict the process of requesting and approving textual amendments to zoning regulations, including application, public hearing, and board/committee adoption.","['amendment', 'zoning', 'text amendment', 'public hearing', 'county board', 'resolution', 'application']",422,24.96087580934716,openai:gpt-5-nano,5fb79386193afeb54583af5474160f029d130a159464d6dd5f3def50fad79115,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
250,Court case docket summaries and dispositions,"Briefs of daily court activity including charges, pleas, trials, verdicts or dispositions and sentences.","['court', 'trial', 'plea', 'sentencing', 'charges', 'traffic', 'county court', 'jury', 'warrant', 'probation']",180,15.223010396664124,openai:gpt-5-nano,0baff70b4d4eb0d020b9070d13f996a89b001bd41b9ca28fa0bb56d8e6129b5e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
251,Annex Territory and Establish Temporary R-A Zoning District,Procedural annexation of adjacent territory into Eau Claire with a temporary one-family large-lot zoning designation per statute; includes description of annexed area and effect of annexation.,"['annexation', 'territory', 'ordinance', 'planning commission', 'city council', 'R-A district', 'temporary zoning', 'Wisconsin Statutes 66.021', 'direct annexation', 'metes and bounds']",77,6.724035850817446,openai:gpt-5-nano,287c6f9bd3e88c1c6c7965e148b4d6bb8e0ad754810d7fa5cacb23479f21cf39,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
252,Adoption of village building relocation ordinance,"Notes the adoption of a local ordinance regulating the relocation of buildings within the village limits (Ordinance No. 82), approved by the village board of trustees. The action represents a formal legislative step establishing rules for moving structures within the municipality.","['building relocation', 'village ordinance', 'adoption', 'board of trustees', 'Ordinance No. 82']",48,3.567532467532467,openai:gpt-5-nano,5fb5a87ee787a5016c36520abcd2022264f7d004aca6c8df6e6e989d15f41e55,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
253,Public hearing notice to review subdivision plat under ordinance,"A mix of legal notices and planning proceedings, with a primary procedural focus on a public hearing to consider a preliminary subdivision plat under subdivision regulations (Ordinance No. 288) by the Advisory Planning Commission.","['public hearing', 'subdivision plat', 'Ordinance No. 288', 'Planning Commission', 'preliminary plat', 'subdivision regulations', 'public notice']",1761,179.74178751554126,openai:gpt-5-nano,003ae48a7dcffeb0dbcb04c42e07a5eb613f9113e718659fa2745ac01d2c7d98,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
254,Public notices and local announcements (births/obituaries),"A cluster of general public notices, personal announcements, and civic notices unrelated to zoning.","['births', 'deaths', 'obituaries', 'wedding announcements', 'public notices', 'birth announcements', 'legal notices', 'community events', 'local news']",126,9.281763711042542,openai:gpt-5-nano,914f7cec0876b37d33c195971f25f87dc0b982ea037144ac317c72de9ff90822,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
255,General news and diverse briefs (non-regulatory),"A miscellany of newspaper excerpts spanning politics, business, culture, and national/world news; no zoning or land-use regulatory content dominates.","['news', 'business', 'politics', 'society', 'culture', 'national', 'world']",56,5.971090097266566,openai:gpt-5-nano,46911a24a117feab5d36da70ec6fe4be0cbc2c69822afa39bef31a708968a211,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
256,Rezoning map amendment heard by city council,"Procedural rezoning activity: a parcel is proposed to change from one district to another, accompanied by an ordinance to amend the zoning code, public hearing references, owner protests, readings, and a final council vote outcome.","['rezoning', 'map amendment', 'R-2', 'R-4', 'public hearing', 'city council', 'ordinance', 'protest', 'Wisconsin Statutes']",62,4.784071811943161,openai:gpt-5-nano,a7d164873063632575c276e61577814821ae27818240f68bef423bd995f5c160,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
257,Public notices for probate hearings and foreclosures,"Non-zoning legal notices announcing probate hearings, final settlement petitions, and sheriff’s sale/foreclosure proceedings; includes publication notices and defense deadlines","['public notice', 'hearing', 'estate', 'probate', 'final settlement', 'executor', 'petition', 'notice of hearing', 'sheriff sale', 'mortgage foreclosure', 'court proceedings']",32,0.9461682590694144,openai:gpt-5-nano,9deef616b9e58a13cd347f1a874e70560c68d3f51430298a323869996421b469,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
258,Property rezoning to R-2 and boundary designation under master plan ordinance,Procedural and substantive zoning action: county master plan ordinance rezones a parcel to the R-2 district and designates its boundaries on the zoning map.,"['rezoning', 'R-2', 'Madison County', 'master plan ordinance', 'zoning map', 'boundaries', 'classification', 'ordinance']",514,40.34975343184994,openai:gpt-5-nano,e252c748922a32e4866b0995839121100c52f9912a0034fc777b02eadd24d854,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
259,"School district budget, annexation and facility decisions","Reports on school board actions including adoption of budgets, district annexations, facility changes, and program updates.","['school district', 'annexation', 'budget', 'board of education', 'facility decisions', 'reconfiguration', 'consolidation', 'vocational education', 'interdistrict attendance']",119,12.452354405140769,openai:gpt-5-nano,3f27ed3d19b5a46fa870b8317491bd5c7a71a351a9062ac5a31807a6af5a0491,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
26,Rezoning petitions and map amendments adopted by ordinance,"Cluster of historical excerpts describing petitions to rezone parcels, amendments to the zoning map and zoning ordinance, with planning commission recommendations and final adoption by city council.","['rezoning', 'rezoning map', 'zoning amendment', 'zoning map amendment', 'planning commission', 'ordinance adoption', 'Local Business District A', 'Single Family Residence District', 'Multiple Family Residential', 'petition']",89,7.881326877456903,openai:gpt-5-nano,50361eb209f934971554857e7cfc9160c9643ce88e41cc8c9e68896152be80ee,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
260,Board of Adjustment hearings for special exceptions and variances,"A mixed-content cluster centered on a Board of Adjustment process reviewing requests for special exceptions (notably home occupations) and a variance (location of an accessory building), with related regulatory notices and ancillary non-zoning items.","['Board of Adjustment', 'special exception', 'variance', 'home occupations', 'accessory building', 'hearing', 'zoning changes sought']",110,12.39869259309661,openai:gpt-5-nano,f7072c7a80901796cf95354147e7a54130cc09dea37bd8f00245d7119827faa8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
261,Public hearing amendment to zoning ordinance on nudity licensing and district boundaries,"A mixed cluster including notices for zoning ordinance text amendments (updating nudity licensing and zoning standards) and changes to zoning district boundaries, alongside environmental permit notices (NPDES, landfill).","['zoning text amendment', 'zoning ordinance amendment', 'district boundary changes', 'nudity licensing', 'adult entertainment licensing', 'public hearing notice', 'NPDES permit', 'environmental permit', 'landfill feasibility', 'ordinance repeal and recreation']",63,4.6075810093124,openai:gpt-5-nano,5dc7adc42ef52256aca0b2ccc263afc1d18dd5f0767a958de45b2ba7d051fd6b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
262,Annexation referrals and district rezoning actions by city officials,Procedural actions where city authorities review annexation requests and alter district classifications through planning commission referrals and council decisions.,"['annexation', 'rezoning', 'planning commission', 'city council', 'district changes', 'B-1', 'E-1', 'D-1']",69,8.01070622188269,openai:gpt-5-nano,e58b02e0643598947219a841ec8857f38da7bec1057275fec796a2ed6245b371,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
263,Daily stock price listings and company quotes,"Newspaper excerpts focused on stock market prices, volumes, and ticker names.","['stocks', 'prices', 'quotes', 'volumes', 'tickers', 'market data', 'companies']",45,3.3604339158047605,openai:gpt-5-nano,027d4cc5e240480dc1f92378f4c49fad66185a6dc19c0f1ac242ebc7431d406e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
264,Newspaper stock price listings and tickers,"Cluster contains historical newspaper clippings that list company stock tickers and price quotes, arranged in tabular financial listings rather than regulatory or zoning content.","['stock prices', 'tickers', 'newspaper listings', 'finance', 'market data', 'company quotes', 'ticker symbols']",36,2.281518170587974,openai:gpt-5-nano,9c6db2e0a823fc9b675c57003ed3f020e138c9182111c9664afc29c736f1066f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
265,Stock market price quotations and daily changes,"Non-zoning cluster containing financial market quotes with prices, highs/lows, and changes.","['stock prices', 'daily quotes', 'trading data', 'price changes', 'tickers', 'market data']",114,5.536672477848947,openai:gpt-5-nano,fb2967843622936a5ea77e91c8274c73951f1867bbe6650f8b5ce4e3df0682e2,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
266,Rezoning parcels from multiple family dwelling to local commercial district with hearings,"Documentation of rezoning actions moving parcels from residential zones to local commercial districts, including planning commission recommendations and city council adoption following public hearings.","['rezoning', 'local commercial district', 'multiple family dwelling district', 'planning commission', 'city council', 'public hearing', 'ordinance']",54,7.399755799755799,openai:gpt-5-nano,4adc99aead6469225ed8a96bedc8c9d5f4488a869213d06afc38a4b26a162d0a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
267,Rezoning from R-2 to R-3 for elderly housing with special use,Procedural and map change: rezone one property from R-2 to R-3 and create a special-use provision for homes for the aged; requires planning-board review and a public hearing.,"['rezoning', 'R-2', 'R-3', 'elderly housing', 'special use', 'planning and zoning board', 'public hearing', 'Neosho']",148,17.815179265179264,openai:gpt-5-nano,161b0070bc18d3f5537458476fe013288842d50d17995158bad8a88e6bc6ba50,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
268,"Public hearing notices for permits, nonconforming uses, and appeals","A collection of legal notices announcing zoning-related hearings on permitted uses, nonconforming setbacks, and appeals handled by the zoning board, including township parcels and subdivisions.","['public hearing', 'zoning', 'permitted use', 'nonconforming', 'setbacks', 'appeals', 'zoning board of adjustment', 'Somers Township', 'Pleasant Prairie Township', 'Wheatland Township', 'Summerhaven Subdivision', 'Lily Lake']",74,6.2115508416591965,openai:gpt-5-nano,99487f5aa5185fc2128d46e966878919010a8aefcbaa55f93fae9fb72cba0747,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
269,Foreclosure and informal administration public notices,"A set of county court notices announcing foreclosures and informal probate administration, including creditor deadlines, sheriff sales, and published notices.","['foreclosure', 'notice of foreclosure sale', 'informal administration', 'probate', 'sheriff sale', 'public notice', 'Eau Claire', 'Wisconsin']",108,9.015666460526798,openai:gpt-5-nano,53bc674b49475ada09e0991df84808a3ea8e8f54afe2af65e2615914846930fc,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
27,Parcel rezoning and district map amendments,"City council actions to reclassify land uses through rezoning parcels and map-district changes, with hearings and enactments via ordinances and resolutions.","['rezoning', 'rezoning map', 'district change', 'parcel rezoning', 'zoning map amendment', 'city council', 'Beatrice', 'R-2', 'C-3', 'A-L', 'I-1', 'C-2', 'R-3', 'Glenover', ""Walden's Sub"", 'Ordinance', 'Resolution']",155,13.606796712059856,openai:gpt-5-nano,920d844ac8eec131922aef5aa191b750a97035168b8a9f2087e97ef72f1b685e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
270,Federal mediation and compulsory arbitration in railroad labor disputes,"Cluster of excerpts describing government-led intervention in rail labor disputes, including emergency boards, mandatory arbitration, mediation efforts, injunction filings, and temporary return-to-work orders.","['railroad strike', 'arbitration', 'emergency board', 'mediation', 'injunction', 'return to work', 'federal judge', 'presidential intervention']",89,8.463348884517615,openai:gpt-5-nano,6cd4d53ae0b9ce38f04aa6312705263c3e09d32019850a71d5509da9ecbf206a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
271,Rezoning map amendments and annexation actions,"Historical newspaper notices showing village-level zoning map changes, district amendments, annexations, and related ordinances, including townhouse definitions and density provisions in R-5 areas.","['rezoning', 'annexation', 'zoning map', 'amendment', 'ordinance', 'townhouse definitions', 'R-5', 'density', 'Algonquin and Busse roads', 'Mount Prospect', 'public notices', 'village board']",440,66.98346194867956,openai:gpt-5-nano,62cdea990ba28145c603f2747fda475507033ae7fce63dd8046ed6c1f0da3ba7,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
272,Rezoning approvals for multiple parcels with annexation actions,City Council approves zoning changes for several parcels (including changing from Resident Park to R-2) and advances related annexation agreements/ordinances and final plats.,"['rezoning', 'R-2', 'Resident Park', 'annexation', 'final plats', 'Board of Adjustment', 'city council', 'zoning changes', 'six parcels', 'district boundaries']",33,4.674776612276611,openai:gpt-5-nano,8d77506cf8a70ae369aa18226e2728da3ab6b577a6cbde61bb51473e26e2893a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
273,"Appeals, variances, and subdivision decisions by zoning boards","Procedural and substantive zoning-board actions affecting use approvals, dimensional variances, and lot-subdivision requests across multiple jurisdictions.","['variance', 'appeal', 'subdivision', 'parking', 'sign', 'lot_coverage', 'dwelling_units', 'site_plan', 'rezoning', 'public_hearing']",35,4.5090048840048835,openai:gpt-5-nano,5f9f62adb677b8eee5ca3407d13d1d5cd396e94abf78e86c53f6a30685b91586,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
274,Rezoning parcels and amendment to Zoning Ordinance No. 1011,"A mixed cluster featuring a zoning map change (rezoning) affecting parcel districts and an amendment to the zoning ordinance, with at least one explicit district change (R to MFB, and MFB to CB), plus related notice-like agenda items.","['rezoning', 'amendment', 'Zoning Ordinance No. 1011', 'R Retail District', 'MFB Multiple Family Dwelling', 'CB Commercial District', 'Axe Drive', 'Kingsley Road', 'district change']",116,16.65564713064711,openai:gpt-5-nano,309a34a751da73191b177912fcfdf46d2b030ab03b977ccfc4b4ec8cc498e3b7,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
275,Public hearing for district boundary changes and text amendments,"Procedural actions and substantive amendments involving district boundaries and zoning provisions coordinated through a planning commission and city council, including an ordinance and case designation.","['district boundaries', 'text amendments', 'ordinance', 'planning commission', 'city council', 'public hearing']",30,4.078357753357753,openai:gpt-5-nano,727a1f23a67cf2dbde5040d9cd44b3176f45091f824eb58a9d5d69a527a1ccd1,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
276,Rezoning proposal review by planning commission and city council,A mixed cluster with a rezoning case (residential to business) and related street-naming ordinance actions reviewed by city planning bodies.,"['rezoning', 'planning commission', 'city council', 'ordinance', 'dwelling house district', 'first business district', 'street naming', 'Richards Subdivision']",163,19.076581953478225,openai:gpt-5-nano,d360f14c452b6c0d0e8eee820a266feceb424395c34d694e6a5fe967826d8828,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
